ID,Latitude,Longitude,Community,Method,StartDay,StartMonth,EndDay,EndMonth,Year,Family,Genus,Species,Sex
RM19-433,51.0711,-114.0907,Capitol Hill,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-434,51.0715,-114.2154,Cougar Ridge,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-435,51.0715,-114.2154,Cougar Ridge,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-436,51.0715,-114.2154,Cougar Ridge,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-460,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-461,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-462,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-463,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-465,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-466,51.0904,-114.1335,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-467,51.1426,-114.171,Citadel,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-469,51.1426,-114.171,Citadel,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-472,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-473,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-475,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-476,51.1507,-114.2313,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-479,51.1489,-114.2194,Royal Oak,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-482,51.0375,-114.146,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-483,51.0375,-114.146,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-485,51.0375,-114.146,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-491,51.0375,-114.146,Glendale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-495,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-498,51.0932,-114.1259,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-499,51.0932,-114.1259,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-500,51.0932,-114.1259,Brentwood,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-502,51.1219,-114.1777,Ranchlands,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-503,51.1219,-114.1777,Ranchlands,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-505,50.9667,-114.0819,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-506,50.9667,-114.0819,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-507,50.9667,-114.0819,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-508,50.9667,-114.0819,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-509,50.9667,-114.0819,Haysboro,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-512,51.1105,-114.1486,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-513,51.1105,-114.1486,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-516,51.0616,-114.1966,West Springs,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-517,51.0616,-114.1966,West Springs,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-518,51.0616,-114.1966,West Springs,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-522,51.0957,-114.2045,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-523,51.0957,-114.2045,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-527,51.0957,-114.2045,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-540,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,centralis,F
RM19-553,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,centralis,M
RM19-555,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,centralis,M
RM19-559,50.9368,-114.0927,Canyon Meadows,Blue Vane,31,Jul,2,Aug,2019,Apidae,Bombus,centralis,F
RM19-588,51.0218,-114.0831,Elbow Park,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-591,51.0114,-114.0691,Parkhill,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-592,51.0401,-114.0965,Sunalta,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-595,51.1076,-114.1649,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-596,51.1076,-114.1649,Dalhousie,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-597,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-603,51.0302,-114.1078,Bankview,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-617,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-618,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-619,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-620,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-621,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-622,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-623,NA,NA,Unknown,Blue Vane,30,Jul,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-625,51.0643,-114.1413,Parkdale,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-628,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-629,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-630,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-631,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-632,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-633,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-634,51.0988,-114.1884,Silver Springs,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-635,50.9413,-114.0877,Canyon Meadows,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-636,50.9413,-114.0877,Canyon Meadows,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,F
RM19-637,50.9413,-114.0877,Canyon Meadows,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-639,50.9413,-114.0877,Canyon Meadows,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,F
RM19-641,50.9413,-114.0877,Canyon Meadows,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-642,50.9413,-114.0877,Canyon Meadows,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-646,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,F
RM19-647,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-648,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-649,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-651,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-652,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-653,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-654,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-655,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,F
RM19-656,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-658,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,F
RM19-660,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-661,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-662,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-663,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-664,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,M
RM19-665,50.9399,-114.136,Woodbine,Blue Vane,31,Jul,7,Aug,2019,Apidae,Bombus,centralis,F
RM19-666,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-667,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-668,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-673,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-674,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-675,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-676,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-680,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-681,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-682,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-684,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-685,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,F
RM19-687,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-688,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-689,51.0654,-114.0362,Renfrew,Blue Vane,2,Aug,9,Aug,2019,Apidae,Bombus,centralis,M
RM19-691,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-697,51.0889,-114.1494,Varsity,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-704,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-706,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-708,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-709,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-710,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-711,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-713,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-714,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-715,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-716,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-718,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-719,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-720,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-721,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-722,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-724,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-725,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-726,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-727,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-728,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-730,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-731,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-733,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-734,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-736,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-737,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-740,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-741,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-743,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-744,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-745,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-746,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-747,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-748,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-749,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-751,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-752,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-754,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,M
RM19-755,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-756,51.0956,-114.2172,Bowness,Blue Vane,1,Aug,8,Aug,2019,Apidae,Bombus,centralis,F
RM19-761,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-762,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-763,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-764,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-765,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-766,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-768,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-770,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-771,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-772,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-776,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-777,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-778,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-780,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-782,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-783,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-784,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-785,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-786,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-787,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-788,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-789,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-790,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-791,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-792,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-793,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-794,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-795,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-797,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-798,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-799,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-800,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-801,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-802,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-803,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-804,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-805,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-806,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-807,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-808,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-809,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-810,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-811,51.1514,-114.1193,Hidden Valley,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-812,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-813,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-814,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-815,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-816,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-817,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-818,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-819,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-820,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-821,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-822,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-824,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-825,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-826,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-827,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-828,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-829,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-830,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-832,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-833,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-834,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-835,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-836,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-837,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-838,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-839,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-840,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-841,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-842,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-843,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-844,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-845,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-846,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-847,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-848,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-849,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-850,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,F
RM19-851,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
RM19-852,51.1184,-114.1515,Edgemont,Blue Vane,30,Jul,6,Aug,2019,Apidae,Bombus,centralis,M
